,x1,x2,y
0,-4.503285846988767,-5.138264301171184,0
1,-4.3523114618993075,-3.4769701435919744,0
2,-5.234153374723336,-5.234136956949181,0
3,-3.4207871844926085,-4.2325652708470916,0
4,-5.469474385934952,-4.457439956414035,0
5,-5.463417692812462,-5.4657297535702565,0
6,-4.758037728433965,-6.913280244657798,0
7,-6.724917832513032,-5.562287529240972,0
8,-6.012831120334424,-4.685752667404726,0
9,-5.908024075521211,-6.412303701335292,0
10,-3.534351231078446,-5.225776300486536,0
11,-4.932471795312076,-6.424748186213456,0
12,-5.544382724525183,-4.889077410290134,0
13,-6.150993577422303,-4.6243019816543285,0
14,-5.600638689918805,-5.291693749793277,0
15,-5.601706612229397,-3.147721815491062,0
16,-5.013497224737934,-6.057710928955901,0
17,-4.177455087896811,-6.220843649971022,0
18,-4.791136404995244,-6.959670123879776,0
19,-6.328186048898431,-4.8031387641308765,0
20,-4.261533420004589,-4.82863171881003,0
21,-5.11564828238824,-5.301103695589289,0
22,-6.478521990367428,-5.719844208394709,0
23,-5.460638770959788,-3.9428777737810843,0
24,-4.656381710431539,-6.763040155362734,0
25,-4.6759160306052046,-5.3850822804163165,0
26,-5.676922000305959,-4.388323711159132,0
27,-3.969000477504049,-4.068719880883801,0
28,-5.839217523222638,-5.309212375851215,0
29,-4.668736568596436,-4.024454872877641,0
30,-5.47917423784529,-5.1856589766638175,0
31,-6.106334974006028,-6.196206624080671,0
32,-4.187474177605802,-3.6437599714291773,0
33,-5.072010121580334,-3.996467102107976,0
34,-4.638363974952366,-5.645119754605124,0
35,-4.638604394491586,-3.461963433534031,0
36,-5.035826039109952,-3.435356344185994,0
37,-7.619745104089745,-4.178097495624776,0
38,-4.912952931761828,-5.2990073504658675,0
39,-4.908239223464498,-6.987568914600892,0
40,-5.219671887837512,-4.642887428488254,0
41,-3.5221059552584837,-5.518270218273647,0
42,-5.808493602893187,-5.501757043584536,0
43,-4.084597882297926,-4.6712488903403155,0
44,-5.529760203767038,-4.486732566886644,0
45,-4.9029224506519595,-4.031355009467111,0
46,-5.702053093877352,-5.327662146597768,0
47,-5.392108153132158,-6.463514948132119,0
48,-4.703879722935424,-4.738944727820111,0
49,-4.994886543357539,-5.234587133375147,0
50,-6.415370742050414,-5.420645322765359,0
51,-5.34271451652677,-5.802277269221619,0
52,-5.161285711666009,-4.595949143185462,0
53,-3.1138140987894696,-4.825422187168161,0
54,-4.7424496092772355,-5.074445915766168,0
55,-6.918771215299041,-5.026513875449217,0
56,-4.939769790058974,-2.536757887514714,0
57,-5.192360964781122,-4.698452657666388,0
58,-5.034711769705243,-6.168678037619532,0
59,-3.8571771854849795,-4.248066967313226,0
60,-4.208968052956953,-5.909387454794739,0
